Product,Expected_Demand,Expected_Sold,Expected_Unmet,Legs,Tasks,Assigned_Fleets
P001518,1.0,1.0,0.0,AA0114BODTFB -> AA0456TFBMBY,AA0114 -> AA0456,F16C0Y165 -> F16C0Y165
P001542,6.25,1.75,4.5,AA0120BODTFB -> AA0470TFBMBY,AA0120 -> AA0470,F16C0Y165 -> F16C0Y165
P001562,1.0,1.0,0.0,AA0136BODQEY -> AA0568QEYMBY,AA0136 -> AA0568,F16C0Y165 -> F16C0Y165
P001576,1.0,0.6,0.4,AA0080BODTFB -> AA3476TFBMHC,AA0080 -> AA3476,F16C0Y165 -> F16C0Y165
P001587,19.25,5.85,13.4,AA0084BODTFB -> AA3476TFBMHC,AA0084 -> AA3476,F16C0Y165 -> F16C0Y165
P001596,17.05,0.05,17.0,AA0096BODTFB -> AA3476TFBMHC,AA0096 -> AA3476,F16C0Y165 -> F16C0Y165
P001598,0.95,0.95,0.0,AA0096BODTFB -> AA3476TFBMHC,AA0096 -> AA3476,F16C0Y165 -> F16C0Y165
P001610,12.65,12.65,0.0,AA0120BODTFB -> AA3474TFBMHC,AA0120 -> AA3474,F16C0Y165 -> F0C0Y76
P001618,18.1,0.8,17.3,AA0134BODQEY -> AA3478QEYMHC,AA0134 -> AA3478,F16C0Y165 -> F0C0Y76
P001632,13.25,13.25,0.0,AA0090BODTFB -> BA2214TFBMXT,AA0090,F16C0Y165
P001639,0.85,0.85,0.0,AA0092BODTFB -> BA2214TFBMXT,AA0092,F16C0Y165
P001643,11.5,11.5,0.0,AA0092BODTFB -> BA2214TFBMXT,AA0092,F16C0Y165
P001650,0.9,0.9,0.0,AA0098BODTFB -> BA2214TFBMXT,AA0098,F16C0Y165
P001663,6.4,6.4,0.0,AA0120BODTFB -> BA2217TFBMXT,AA0120 -> super_BA2217,F16C0Y165 -> F16C0Y165
P001665,12.35,8.55,3.8,AA0120BODTFB -> BA2217TFBMXT,AA0120 -> super_BA2217,F16C0Y165 -> F16C0Y165
P001673,18.25,8.45,9.8,AA0114BODTFB -> AA0758TFBNDJ,AA0114 -> AA0758,F16C0Y165 -> F16C0Y165
P001674,6.35,6.35,0.0,AA0114BODTFB -> AA0758TFBNDJ,AA0114 -> AA0758,F16C0Y165 -> F16C0Y165
P001682,5.8,5.1,0.7,AA0114BODTFB -> AA0758TFBNDJ,AA0114 -> AA0758,F16C0Y165 -> F16C0Y165
P001699,4.85,4.85,0.0,AA0114BODTFB -> AA0018TFBNDP,AA0114 -> AA0018,F16C0Y165 -> F16C0Y165
P001730,18.15,18.15,0.0,AA0086BODTFB -> BA2461TFBNGS,AA0086 -> BA2461,F16C0Y165 -> F16C0Y165
P001737,1.05,1.05,0.0,AA0086BODTFB -> BA2461TFBNGS,AA0086 -> BA2461,F16C0Y165 -> F16C0Y165
P001741,18.6,2.9,15.7,AA0090BODTFB -> BA2461TFBNGS,AA0090 -> BA2461,F16C0Y165 -> F16C0Y165
P001763,19.1,16.5,2.6,AA0098BODTFB -> BA2461TFBNGS,AA0098 -> BA2461,F16C0Y165 -> F16C0Y165
P001774,20.2,16.2,4.0,AA0136BODQEY -> BA2091QEYNGS,AA0136 -> BA2091,F16C0Y165 -> F16C0Y165
P001785,20.2,18.35,1.85,AA0136BODQEY -> BA2093QEYNGS,AA0136 -> BA2093,F16C0Y165 -> F16C0Y165
P001791,11.5,11.5,0.0,AA0136BODQEY -> BA2093QEYNGS,AA0136 -> BA2093,F16C0Y165 -> F16C0Y165
P001802,11.2,1.85,9.35,AA0090BODTFB -> AA0016TFBNJB,AA0090 -> AA0016,F16C0Y165 -> F16C0Y165
P001823,23.3,3.35,19.95,AA0098BODTFB -> AA0016TFBNJB,AA0098 -> AA0016,F16C0Y165 -> F16C0Y165
P001847,5.45,5.45,0.0,AA0084BODTFB -> BA2396TFBNTP,AA0084 -> BA2396,F16C0Y165 -> F16C0Y165
P001851,18.15,1.35,16.8,AA0090BODTFB -> BA2340TFBNTP,AA0090 -> BA2340,F16C0Y165 -> F16C0Y165
P001852,12.4,12.4,0.0,AA0090BODTFB -> BA2340TFBNTP,AA0090 -> BA2340,F16C0Y165 -> F16C0Y165
P001863,11.55,11.55,0.0,AA0096BODTFB -> BA2396TFBNTP,AA0096 -> BA2396,F16C0Y165 -> F16C0Y165
P001874,12.65,12.65,0.0,AA0098BODTFB -> BA2340TFBNTP,AA0098 -> BA2340,F16C0Y165 -> F16C0Y165
P001884,18.5,10.85,7.65,AA0112BODTFB -> BA2348TFBNTP,AA0112 -> BA2348,F16C0Y165 -> F16C0Y165
P001908,5.0,5.0,0.0,AA0112BODTFB -> AA0036TFBNTQ,AA0112 -> AA0036,F16C0Y165 -> F16C0Y165
P001910,1.0,1.0,0.0,AA0112BODTFB -> AA0036TFBNTQ,AA0112 -> AA0036,F16C0Y165 -> F16C0Y165
P001919,0.95,0.95,0.0,AA0120BODTFB -> AA0038TFBNTQ,AA0120 -> AA0038,F16C0Y165 -> F16C0Y165
P001921,0.75,0.75,0.0,AA0120BODTFB -> AA0038TFBNTQ,AA0120 -> AA0038,F16C0Y165 -> F16C0Y165
P001926,17.5,13.25,4.25,AA0082BODTFB -> AA0344TFBPBL,AA0082 -> AA0344,F16C0Y165 -> F16C0Y165
P001937,17.35,2.3,15.05,AA0082BODTFB -> AA0346TFBPBL,AA0082 -> AA0346,F16C0Y165 -> F16C0Y165
P001959,18.6,17.25,1.35,AA0090BODTFB -> AA0354TFBPBL,AA0090 -> AA0354,F16C0Y165 -> F16C0Y165
P001981,18.2,17.05,1.15,AA0096BODTFB -> AA0344TFBPBL,AA0096 -> AA0344,F16C0Y165 -> F16C0Y165
P001992,19.4,0.15,19.25,AA0120BODTFB -> AA0344TFBPBL,AA0120 -> AA0344,F16C0Y165 -> F16C0Y165
P002003,17.2,17.2,0.0,AA0132BODQEY -> BA2571QEYPBL,AA0132 -> BA2571,F16C0Y165 -> F16C0Y165
P002014,17.0,17.0,0.0,AA0134BODQEY -> BA2609QEYPBL,AA0134 -> super_BA2609,F16C0Y165 -> F16C0Y165
P002034,5.75,5.75,0.0,AA0136BODQEY -> BA2563QEYPBL,AA0136 -> BA2563,F16C0Y165 -> F0C0Y76
P002057,2.55,2.55,0.0,AA0151BODPNF,,
P002059,4.7,4.7,0.0,AA0151BODPNF,,
P002061,15.2,15.2,0.0,AA0151BODPNF,,
P002063,8.4,8.4,0.0,AA0151BODPNF,,
P002064,3.85,3.85,0.0,AA0151BODPNF,,
P002065,1.0,1.0,0.0,AA0151BODPNF,,
P002067,12.6,12.6,0.0,AA0151BODPNF,,
P002070,10.35,10.35,0.0,AA0152BODPNF,super_AA0152,F16C0Y165
P002072,18.2,18.2,0.0,AA0152BODPNF,super_AA0152,F16C0Y165
P002073,3.4,3.4,0.0,AA0152BODPNF,super_AA0152,F16C0Y165
P002074,8.75,8.75,0.0,AA0152BODPNF,super_AA0152,F16C0Y165
P002076,13.25,13.05,0.2,AA0152BODPNF,super_AA0152,F16C0Y165
P002078,18.25,18.25,0.0,AA0152BODPNF,super_AA0152,F16C0Y165
P002081,1.85,1.85,0.0,AA0153BODPNF,,
P002083,14.7,14.7,0.0,AA0153BODPNF,,
P002084,1.0,1.0,0.0,AA0153BODPNF,,
P002085,8.25,8.25,0.0,AA0153BODPNF,,
P002087,21.3,21.3,0.0,AA0153BODPNF,,
P002089,13.25,13.25,0.0,AA0153BODPNF,,
P002100,0.85,0.85,0.0,AA0082BODTFB -> AA0538TFBPOU,AA0082 -> AA0538,F16C0Y165 -> F16C0Y165
P002123,0.05,0.05,0.0,AA0112BODTFB -> AA0530TFBPOU,AA0112 -> AA0530,F16C0Y165 -> F16C0Y165
P002190,16.95,16.95,0.0,AA0138BODPSE,AA0138,F16C0Y165
P002197,25.25,25.25,0.0,AA0138BODPSE,AA0138,F16C0Y165
P002202,5.8,5.8,0.0,AA0151BODPUA,super_AA0151,F0C0Y76
P002203,20.25,9.2,11.05,AA0151BODPUA,super_AA0151,F0C0Y76
P002204,19.25,19.25,0.0,AA0151BODPUA,super_AA0151,F0C0Y76
P002205,9.1,9.1,0.0,AA0151BODPUA,super_AA0151,F0C0Y76
P002206,9.5,9.5,0.0,AA0151BODPUA,super_AA0151,F0C0Y76
P002210,23.1,23.1,0.0,AA0151BODPUA,super_AA0151,F0C0Y76
P002213,2.35,2.35,0.0,AA0152BODPUA,,
P002215,12.85,12.85,0.0,AA0152BODPUA,,
P002216,1.65,1.65,0.0,AA0152BODPUA,,
P002217,4.25,4.25,0.0,AA0152BODPUA,,
P002220,12.25,12.25,0.0,AA0152BODPUA,,
P002221,5.0,5.0,0.0,AA0152BODPUA,,
P002224,4.85,4.85,0.0,AA0153BODPUA,super_AA0153,F0C0Y76
P002226,1.55,1.55,0.0,AA0153BODPUA,super_AA0153,F0C0Y76
P002227,3.6,3.6,0.0,AA0153BODPUA,super_AA0153,F0C0Y76
P002228,0.9,0.9,0.0,AA0153BODPUA,super_AA0153,F0C0Y76
P002230,1.0,1.0,0.0,AA0153BODPUA,super_AA0153,F0C0Y76
P002232,12.95,12.95,0.0,AA0153BODPUA,super_AA0153,F0C0Y76
P002242,11.25,9.65,1.6,AA0080BODTFB -> BA2061TFBQEY,AA0080 -> BA2061,F16C0Y165 -> F16C0Y165
P002246,5.5,5.5,0.0,AA0082BODTFB -> BA2151TFBQEY,AA0082 -> BA2151,F16C0Y165 -> F16C0Y165
P002253,12.65,10.05,2.6,AA0082BODTFB -> BA2151TFBQEY,AA0082 -> BA2151,F16C0Y165 -> F16C0Y165
P002266,1.0,1.0,0.0,AA0086BODTFB -> BA2175TFBQEY,AA0086 -> BA2175,F16C0Y165 -> F16C0Y165
P002276,1.8,1.8,0.0,AA0086BODTFB -> BA2175TFBQEY,AA0086 -> BA2175,F16C0Y165 -> F16C0Y165
P002290,0.95,0.55,0.4,AA0092BODTFB -> BA2045TFBQEY,AA0092 -> BA2045,F16C0Y165 -> F16C0Y165
P002301,5.75,5.75,0.0,AA0092BODTFB -> BA2627TFBQEY,AA0092 -> BA2627,F16C0Y165 -> F16C0Y165
P002308,12.7,0.1,12.6,AA0092BODTFB -> BA2627TFBQEY,AA0092 -> BA2627,F16C0Y165 -> F16C0Y165
P002309,1.1,1.1,0.0,AA0092BODTFB -> BA2627TFBQEY,AA0092 -> BA2627,F16C0Y165 -> F16C0Y165
P002310,0.9,0.9,0.0,AA0098BODTFB -> BA2175TFBQEY,AA0098 -> BA2175,F16C0Y165 -> F16C0Y165
P002320,0.95,0.95,0.0,AA0098BODTFB -> BA2175TFBQEY,AA0098 -> BA2175,F16C0Y165 -> F16C0Y165
P002321,0.05,0.05,0.0,AA0112BODTFB -> BA2129TFBQEY,AA0112 -> BA2129,F16C0Y165 -> F16C0Y165
P002341,12.35,12.35,0.0,AA0112BODTFB -> BA2545TFBQEY,AA0112 -> BA2545,F16C0Y165 -> F16C0Y165
P002352,2.15,1.45,0.7,AA0120BODTFB -> BA2043TFBQEY,AA0120 -> BA2043,F16C0Y165 -> F16C0Y165
P002356,5.65,5.65,0.0,AA0120BODTFB -> BA2181TFBQEY,AA0120 -> BA2181,F16C0Y165 -> F16C0Y165
P002365,1.9,1.9,0.0,AA0132BODQEY,AA0132,F16C0Y165
P002366,10.0,10.0,0.0,AA0132BODQEY,AA0132,F16C0Y165
P002367,6.9,6.9,0.0,AA0132BODQEY,AA0132,F16C0Y165
P002368,26.5,26.5,0.0,AA0132BODQEY,AA0132,F16C0Y165
P002369,5.15,5.15,0.0,AA0132BODQEY,AA0132,F16C0Y165
P002370,1.25,1.25,0.0,AA0132BODQEY,AA0132,F16C0Y165
P002371,8.2,8.1,0.1,AA0132BODQEY,AA0132,F16C0Y165
P002372,0.9,0.9,0.0,AA0132BODQEY,AA0132,F16C0Y165
P002373,29.3,29.3,0.0,AA0132BODQEY,AA0132,F16C0Y165
P002374,12.65,12.65,0.0,AA0132BODQEY,AA0132,F16C0Y165
P002375,6.8,6.8,0.0,AA0132BODQEY,AA0132,F16C0Y165
P002376,2.1,2.1,0.0,AA0134BODQEY,AA0134,F16C0Y165
P002377,17.75,17.25,0.5,AA0134BODQEY,AA0134,F16C0Y165
P002378,1.0,1.0,0.0,AA0134BODQEY,AA0134,F16C0Y165
P002379,19.1,19.1,0.0,AA0134BODQEY,AA0134,F16C0Y165
P002380,13.1,13.1,0.0,AA0134BODQEY,AA0134,F16C0Y165
P002381,6.05,6.05,0.0,AA0134BODQEY,AA0134,F16C0Y165
P002383,1.9,1.9,0.0,AA0134BODQEY,AA0134,F16C0Y165
P002384,24.7,0.9,23.8,AA0134BODQEY,AA0134,F16C0Y165
P002386,3.15,3.15,0.0,AA0134BODQEY,AA0134,F16C0Y165
P002387,3.75,3.75,0.0,AA0136BODQEY,AA0136,F16C0Y165
P002388,18.2,0.4,17.8,AA0136BODQEY,AA0136,F16C0Y165
P002389,5.6,5.6,0.0,AA0136BODQEY,AA0136,F16C0Y165
P002390,34.1,34.1,0.0,AA0136BODQEY,AA0136,F16C0Y165
P002391,12.15,12.15,0.0,AA0136BODQEY,AA0136,F16C0Y165
P002392,3.5,3.5,0.0,AA0136BODQEY,AA0136,F16C0Y165
P002394,2.75,2.75,0.0,AA0136BODQEY,AA0136,F16C0Y165
P002396,11.65,11.65,0.0,AA0136BODQEY,AA0136,F16C0Y165
P002397,5.15,5.15,0.0,AA0136BODQEY,AA0136,F16C0Y165
P002405,1.0,1.0,0.0,AA0082BODTFB -> AA0638TFBQIY,AA0082 -> AA0638,F16C0Y165 -> F16C0Y165
P002422,1.0,1.0,0.0,AA0096BODTFB -> AA0638TFBQIY,AA0096 -> AA0638,F16C0Y165 -> F16C0Y165
P002472,22.9,21.75,1.15,AA0132BODQEY -> AA0634QEYQIY,AA0132 -> AA0634,F16C0Y165 -> F16C0Y165
P002498,17.5,7.45,10.05,AA0080BODTFB -> BA2108TFBQTD,AA0080 -> BA2108,F16C0Y165 -> F16C0Y165
P002509,18.35,9.25,9.1,AA0098BODTFB -> BA2100TFBQTD,AA0098 -> BA2100,F16C0Y165 -> F16C0Y165
P002517,11.4,11.4,0.0,AA0098BODTFB -> BA2100TFBQTD,AA0098 -> BA2100,F16C0Y165 -> F16C0Y165
P002520,16.4,16.4,0.0,AA0114BODTFB -> BA2102TFBQTD,AA0114 -> BA2102,F16C0Y165 -> F16C0Y165
P002528,11.3,11.3,0.0,AA0114BODTFB -> BA2102TFBQTD,AA0114 -> BA2102,F16C0Y165 -> F16C0Y165
P002539,12.2,4.6,7.6,AA0062BODKOV -> AA0064KOVQTH,super_AA0062 -> super_AA0064,F16C0Y165 -> F16C0Y165
P002545,14.05,14.05,0.0,AA0064BODQTH,,
P002546,5.7,5.7,0.0,AA0064BODQTH,,
P002547,8.35,8.35,0.0,AA0064BODQTH,,
P002550,13.15,13.15,0.0,AA0064BODQTH,,
P002551,3.4,3.4,0.0,AA0064BODQTH,,
P002561,11.6,11.6,0.0,AA0080BODTFB -> BA2179TFBSEN,AA0080 -> BA2179,F16C0Y165 -> F16C0Y165
P002572,11.3,11.3,0.0,AA0082BODTFB -> BA2179TFBSEN,AA0082 -> BA2179,F16C0Y165 -> F16C0Y165
P002585,1.0,1.0,0.0,AA0086BODTFB -> BA2297TFBSEN,AA0086 -> BA2297,F16C0Y165 -> F16C0Y165
P002588,19.65,19.65,0.0,AA0086BODTFB -> BA2297TFBSEN,AA0086 -> BA2297,F16C0Y165 -> F16C0Y165
P002594,11.9,11.9,0.0,AA0086BODTFB -> BA2297TFBSEN,AA0086 -> BA2297,F16C0Y165 -> F16C0Y165
P002605,11.2,11.2,0.0,AA0090BODTFB -> BA2297TFBSEN,AA0090 -> BA2297,F16C0Y165 -> F16C0Y165
P002638,11.65,11.65,0.0,AA0112BODTFB -> BA2273TFBSEN,AA0112 -> BA2273,F16C0Y165 -> F16C0Y165
P002640,4.1,4.1,0.0,AA0082BODTFB -> BA2259TFBSOP,AA0082 -> BA2259,F16C0Y165 -> F16C0Y165
P002644,12.35,12.35,0.0,AA0082BODTFB -> BA2259TFBSOP,AA0082 -> BA2259,F16C0Y165 -> F16C0Y165
P002660,11.0,11.0,0.0,AA0084BODTFB -> BA2255TFBSOP,AA0084 -> BA2255,F16C0Y165 -> F16C0Y165
P002661,5.8,5.8,0.0,AA0084BODTFB -> BA2255TFBSOP,AA0084 -> BA2255,F16C0Y165 -> F16C0Y165
P002663,18.15,1.9,16.25,AA0112BODTFB -> BA2441TFBSOP,AA0112 -> BA2441,F16C0Y165 -> F16C0Y165
P002666,12.4,12.4,0.0,AA0112BODTFB -> BA2441TFBSOP,AA0112 -> BA2441,F16C0Y165 -> F16C0Y165
P002674,17.7,15.85,1.85,AA0114BODTFB -> BA2441TFBSOP,AA0114 -> BA2441,F16C0Y165 -> F16C0Y165
P002699,12.95,12.95,0.0,AA0080BODTFB -> AA0482TFBTBO,AA0080 -> AA0482,F16C0Y165 -> F16C0Y165
P002720,20.6,12.45,8.15,AA0082BODTFB -> AA0482TFBTBO,AA0082 -> AA0482,F16C0Y165 -> F16C0Y165
P002767,0.05,0.05,0.0,AA0108BODTFB -> AA0232TFBTBO,AA0108 -> super_AA0232,F16C0Y165 -> F16C0Y165
P002815,5.65,5.65,0.0,AA0132BODQEY -> AA0576QEYTBO,AA0132 -> AA0576,F16C0Y165 -> F16C0Y165
P002821,0.65,0.65,0.0,AA0053BODTDD,AA0053,F0C0Y76
P002823,23.35,23.35,0.0,AA0053BODTDD,AA0053,F0C0Y76
P002826,27.65,27.65,0.0,AA0053BODTDD,AA0053,F0C0Y76
P002834,37.85,37.85,0.0,AA0055BODTDD,,
P002837,31.5,31.5,0.0,AA0055BODTDD,,
P002850,1.0,1.0,0.0,AA0064BODTFB,,
P002851,0.9,0.9,0.0,AA0064BODTFB,,
P002852,1.0,1.0,0.0,AA0064BODTFB,,
P002853,1.0,1.0,0.0,AA0064BODTFB,,
P002854,1.0,1.0,0.0,AA0064BODTFB,,
P002855,1.0,1.0,0.0,AA0064BODTFB,,
P002857,0.95,0.95,0.0,AA0064BODTFB,,
P002858,1.0,1.0,0.0,AA0064BODTFB,,
P002871,4.3,4.3,0.0,AA0080BODTFB,AA0080,F16C0Y165
P002873,2.65,2.65,0.0,AA0080BODTFB,AA0080,F16C0Y165
P002876,1.85,1.85,0.0,AA0080BODTFB,AA0080,F16C0Y165
P002878,1.95,1.95,0.0,AA0080BODTFB,AA0080,F16C0Y165
P002881,1.6,1.6,0.0,AA0080BODTFB,AA0080,F16C0Y165
P002882,0.9,0.9,0.0,AA0082BODTFB,AA0082,F16C0Y165
P002884,2.95,2.95,0.0,AA0082BODTFB,AA0082,F16C0Y165
P002887,3.5,3.5,0.0,AA0082BODTFB,AA0082,F16C0Y165
P002889,2.6,2.6,0.0,AA0082BODTFB,AA0082,F16C0Y165
P002891,12.55,12.55,0.0,AA0082BODTFB,AA0082,F16C0Y165
P002892,3.8,3.8,0.0,AA0082BODTFB,AA0082,F16C0Y165
P002895,5.95,5.95,0.0,AA0084BODTFB,AA0084,F16C0Y165
P002898,5.4,5.4,0.0,AA0084BODTFB,AA0084,F16C0Y165
P002900,3.75,3.75,0.0,AA0084BODTFB,AA0084,F16C0Y165
P002903,4.5,4.5,0.0,AA0084BODTFB,AA0084,F16C0Y165
P002905,24.85,23.4,1.45,AA0086BODTFB,AA0086,F16C0Y165
P002906,2.9,2.9,0.0,AA0086BODTFB,AA0086,F16C0Y165
P002908,13.6,13.6,0.0,AA0086BODTFB,AA0086,F16C0Y165
P002909,5.45,5.45,0.0,AA0086BODTFB,AA0086,F16C0Y165
P002910,9.15,9.15,0.0,AA0086BODTFB,AA0086,F16C0Y165
P002911,5.8,5.8,0.0,AA0086BODTFB,AA0086,F16C0Y165
P002912,26.55,10.8,15.75,AA0086BODTFB,AA0086,F16C0Y165
P002913,11.65,11.65,0.0,AA0086BODTFB,AA0086,F16C0Y165
P002914,3.05,3.05,0.0,AA0086BODTFB,AA0086,F16C0Y165
P002917,2.55,2.55,0.0,AA0090BODTFB,AA0090,F16C0Y165
P002919,13.2,13.2,0.0,AA0090BODTFB,AA0090,F16C0Y165
P002920,2.4,2.4,0.0,AA0090BODTFB,AA0090,F16C0Y165
P002922,0.85,0.85,0.0,AA0090BODTFB,AA0090,F16C0Y165
P002924,5.25,3.45,1.8,AA0090BODTFB,AA0090,F16C0Y165
P002925,6.4,6.4,0.0,AA0090BODTFB,AA0090,F16C0Y165
P002926,2.0,2.0,0.0,AA0092BODTFB,AA0092,F16C0Y165
P002928,11.35,11.35,0.0,AA0092BODTFB,AA0092,F16C0Y165
P002931,5.65,5.65,0.0,AA0092BODTFB,AA0092,F16C0Y165
P002933,4.0,4.0,0.0,AA0092BODTFB,AA0092,F16C0Y165
P002936,8.75,8.75,0.0,AA0092BODTFB,AA0092,F16C0Y165
P002937,0.95,0.95,0.0,AA0094BODTFB,AA0094,F16C0Y165
P002938,16.8,9.9,6.9,AA0094BODTFB,AA0094,F16C0Y165
P002939,5.7,5.7,0.0,AA0094BODTFB,AA0094,F16C0Y165
P002942,1.55,1.55,0.0,AA0094BODTFB,AA0094,F16C0Y165
P002943,8.6,8.55,0.05,AA0094BODTFB,AA0094,F16C0Y165
P002944,1.4,1.4,0.0,AA0094BODTFB,AA0094,F16C0Y165
P002945,23.5,2.0,21.5,AA0094BODTFB,AA0094,F16C0Y165
P002946,34.85,34.85,0.0,AA0094BODTFB,AA0094,F16C0Y165
P002947,1.0,1.0,0.0,AA0094BODTFB,AA0094,F16C0Y165
P002950,5.95,5.95,0.0,AA0096BODTFB,AA0096,F16C0Y165
P002952,12.65,12.65,0.0,AA0096BODTFB,AA0096,F16C0Y165
P002953,5.95,5.95,0.0,AA0096BODTFB,AA0096,F16C0Y165
P002954,10.75,2.7,8.05,AA0096BODTFB,AA0096,F16C0Y165
P002955,3.45,3.45,0.0,AA0096BODTFB,AA0096,F16C0Y165
P002957,10.6,10.6,0.0,AA0096BODTFB,AA0096,F16C0Y165
P002958,1.5,1.5,0.0,AA0096BODTFB,AA0096,F16C0Y165
P002959,0.9,0.9,0.0,AA0098BODTFB,AA0098,F16C0Y165
P002961,1.75,1.75,0.0,AA0098BODTFB,AA0098,F16C0Y165
P002963,0.9,0.9,0.0,AA0098BODTFB,AA0098,F16C0Y165
P002964,3.95,3.95,0.0,AA0098BODTFB,AA0098,F16C0Y165
P002965,10.35,7.6,2.75,AA0098BODTFB,AA0098,F16C0Y165
P002966,5.85,5.85,0.0,AA0098BODTFB,AA0098,F16C0Y165
P002968,11.95,11.95,0.0,AA0098BODTFB,AA0098,F16C0Y165
P002969,3.15,3.15,0.0,AA0098BODTFB,AA0098,F16C0Y165
P002972,1.0,1.0,0.0,AA0104BODTFB,AA0104,F16C0Y165
P002973,20.6,20.6,0.0,AA0104BODTFB,AA0104,F16C0Y165
P002975,6.1,6.1,0.0,AA0104BODTFB,AA0104,F16C0Y165
P002976,0.05,0.05,0.0,AA0104BODTFB,AA0104,F16C0Y165
P002977,1.6,1.6,0.0,AA0104BODTFB,AA0104,F16C0Y165
P002978,22.2,22.2,0.0,AA0104BODTFB,AA0104,F16C0Y165
P002979,26.95,26.95,0.0,AA0104BODTFB,AA0104,F16C0Y165
P002980,2.45,2.45,0.0,AA0104BODTFB,AA0104,F16C0Y165
P002982,17.25,17.25,0.0,AA0106BODTFB,AA0106,F16C0Y165
P002983,1.25,1.25,0.0,AA0106BODTFB,AA0106,F16C0Y165
P002984,19.75,19.75,0.0,AA0106BODTFB,AA0106,F16C0Y165
P002986,5.9,5.9,0.0,AA0106BODTFB,AA0106,F16C0Y165
P002987,9.05,9.05,0.0,AA0106BODTFB,AA0106,F16C0Y165
P002988,7.2,7.2,0.0,AA0106BODTFB,AA0106,F16C0Y165
P002989,23.2,23.2,0.0,AA0106BODTFB,AA0106,F16C0Y165
P002991,6.1,6.1,0.0,AA0106BODTFB,AA0106,F16C0Y165
P002993,22.55,22.55,0.0,AA0108BODTFB,AA0108,F16C0Y165
P002994,14.85,14.85,0.0,AA0108BODTFB,AA0108,F16C0Y165
P002995,12.2,12.2,0.0,AA0108BODTFB,AA0108,F16C0Y165
P002996,4.0,4.0,0.0,AA0108BODTFB,AA0108,F16C0Y165
P002997,4.15,4.15,0.0,AA0108BODTFB,AA0108,F16C0Y165
P002998,5.9,5.9,0.0,AA0108BODTFB,AA0108,F16C0Y165
P002999,1.05,1.05,0.0,AA0108BODTFB,AA0108,F16C0Y165
P003000,12.55,12.55,0.0,AA0108BODTFB,AA0108,F16C0Y165
P003001,8.65,8.65,0.0,AA0108BODTFB,AA0108,F16C0Y165
P003002,7.45,7.45,0.0,AA0108BODTFB,AA0108,F16C0Y165
P003003,4.05,4.05,0.0,AA0112BODTFB,AA0112,F16C0Y165
P003005,2.1,2.1,0.0,AA0112BODTFB,AA0112,F16C0Y165
P003008,2.25,2.25,0.0,AA0112BODTFB,AA0112,F16C0Y165
P003010,0.85,0.85,0.0,AA0112BODTFB,AA0112,F16C0Y165
P003013,1.0,1.0,0.0,AA0112BODTFB,AA0112,F16C0Y165
P003016,1.3,1.3,0.0,AA0114BODTFB,AA0114,F16C0Y165
P003018,13.25,7.6,5.65,AA0114BODTFB,AA0114,F16C0Y165
P003019,5.75,5.75,0.0,AA0114BODTFB,AA0114,F16C0Y165
P003023,12.0,1.8,10.2,AA0114BODTFB,AA0114,F16C0Y165
P003024,1.65,1.65,0.0,AA0114BODTFB,AA0114,F16C0Y165
P003025,0.9,0.9,0.0,AA0120BODTFB,AA0120,F16C0Y165
P003027,4.5,4.5,0.0,AA0120BODTFB,AA0120,F16C0Y165
P003030,3.85,3.85,0.0,AA0120BODTFB,AA0120,F16C0Y165
P003032,2.15,2.15,0.0,AA0120BODTFB,AA0120,F16C0Y165
P003035,3.95,3.95,0.0,AA0120BODTFB,AA0120,F16C0Y165
P003047,0.75,0.75,0.0,AA0084BODTFB -> AA0302TFBTGP,AA0084 -> super_AA0302,F16C0Y165 -> F16C0Y165
P003051,13.15,8.9,4.25,AA0084BODTFB -> AA0302TFBTGP,AA0084 -> super_AA0302,F16C0Y165 -> F16C0Y165
P003062,11.65,11.65,0.0,AA0090BODTFB -> AA0300TFBTGP,AA0090 -> AA0300,F16C0Y165 -> F16C0Y165
P003067,11.1,11.1,0.0,AA0090BODTFB -> AA0300TFBTGP,AA0090 -> AA0300,F16C0Y165 -> F16C0Y165
P003082,5.7,5.7,0.0,AA0114BODTFB -> AA0318TFBTGP,AA0114 -> AA0318,F16C0Y165 -> F16C0Y165
P003093,5.85,5.85,0.0,AA0120BODTFB -> AA0316TFBTGP,AA0120 -> AA0316,F16C0Y165 -> F16C0Y165
P003095,12.7,12.7,0.0,AA0120BODTFB -> AA0316TFBTGP,AA0120 -> AA0316,F16C0Y165 -> F16C0Y165
P003101,5.15,5.15,0.0,AA0120BODTFB -> AA0316TFBTGP,AA0120 -> AA0316,F16C0Y165 -> F16C0Y165
P003106,12.65,12.65,0.0,AA0136BODQEY -> AA0388QEYTGP,AA0136 -> AA0388,F16C0Y165 -> F16C0Y165
P003114,17.25,17.25,0.0,AA0062BODTJU,,
P003115,3.85,3.85,0.0,AA0062BODTJU,,
P003116,23.1,23.1,0.0,AA0062BODTJU,,
P003117,17.85,17.85,0.0,AA0062BODTJU,,
P003118,6.6,6.6,0.0,AA0062BODTJU,,
P003119,8.35,8.35,0.0,AA0062BODTJU,,
P003122,11.0,11.0,0.0,AA0062BODTJU,,
P003123,8.0,8.0,0.0,AA0062BODTJU,,
P003128,12.6,12.6,0.0,AA0066BODKOV -> AA0070KOVTJU,super_AA0070,F16C0Y165
P003137,2.2,2.2,0.0,AA0070BODTJU,,
P003138,21.45,21.45,0.0,AA0070BODTJU,,
